user_id,problem,problem_id,dsl,full_dsl,step,correct,output,excluding_complete_step,excluding_complete_full_dsl
E,54,36fdfd69.json,"['diagonal_line', 'pixel_color', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(9, 5), (12, 8)], 4)', 'pixel_color([(5, 7)], 4)', 'diagonal_line(self.temp_state, [(0, 1), (3, 4)], 4)', 'diagonal_line(self.temp_state, [(3, 3), (0, 6)], 4)', 'diagonal_line(self.temp_state, [(16, 14), (13, 11)], 4)', 'diagonal_line(self.temp_state, [(12, 12), (15, 15)], 4)', 'diagonal_line(self.temp_state, [(13, 14), (16, 17)], 4)', 'pixel_color([(13, 16)], 4)', 'complete(self.temp_state)']",9,True,"[[0, 0, 0, 9, 9, 9, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 9, 0], [9, 2, 4, 2, 2, 4, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0], [0, 2, 2, 4, 4, 2, 0, 0, 9, 9, 9, 0, 0, 9, 0, 0, 9, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 9, 9, 0, 9, 0], [0, 9, 9, 0, 0, 0, 9, 0, 9, 9, 0, 9, 0, 0, 9, 9, 9, 9], [9, 9, 9, 9, 0, 9, 2, 4, 2, 2, 9, 0, 0, 9, 0, 0, 0, 0], [0, 0, 0, 0, 0, 9, 2, 2, 2, 2, 9, 0, 9, 9, 0, 0, 0, 0], [9, 0, 9, 9, 0, 9, 0, 0, 9, 0, 9, 9, 0, 9, 9, 9, 0, 9], [0, 0, 0, 9, 0, 0, 0, 9, 9, 9, 9, 9, 0, 9, 0, 0, 0, 0], [9, 9, 0, 9, 0, 9, 0, 9, 9, 0, 0, 9, 9, 0, 0, 0, 0, 9], [0, 9, 9, 0, 9, 0, 4, 2, 9, 0, 0, 9, 0, 0, 9, 9, 9, 9], [0, 9, 9, 0, 0, 9, 2, 4, 9, 9, 0, 0, 0, 9, 9, 9, 0, 9], [9, 0, 9, 9, 0, 9, 9, 9, 0, 0, 9, 0, 0, 0, 9, 9, 9, 0], [9, 9, 9, 9, 9, 9, 0, 0, 0, 0, 9, 2, 2, 4, 2, 2, 4, 0], [0, 9, 9, 9, 9, 9, 9, 0, 9, 0, 0, 2, 4, 2, 4, 4, 2, 9], [0, 9, 0, 9, 0, 0, 9, 9, 0, 9, 0, 2, 2, 4, 2, 2, 4, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 9, 9, 0]]",8,"['diagonal_line(self.temp_state, [(9, 5), (12, 8)], 4)', 'pixel_color([(5, 7)], 4)', 'diagonal_line(self.temp_state, [(0, 1), (3, 4)], 4)', 'diagonal_line(self.temp_state, [(3, 3), (0, 6)], 4)', 'diagonal_line(self.temp_state, [(16, 14), (13, 11)], 4)', 'diagonal_line(self.temp_state, [(12, 12), (15, 15)], 4)', 'diagonal_line(self.temp_state, [(13, 14), (16, 17)], 4)', 'pixel_color([(13, 16)], 4)']"
E,55,3906de3d.json,"['vertical_line', 'vertical_line', 'pixel_color', 'obj_color', 'obj_color', 'obj_color', 'vertical_line', 'vertical_line', 'complete']","['vertical_line(self.temp_state, [(0, 2), (4, 2)], 2)', 'vertical_line(self.temp_state, [(1, 4), (4, 4)], 2)', 'pixel_color([(2, 6)], 2)', 'obj_color(self.temp_state, object3, 0)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object4, 0)', 'vertical_line(self.temp_state, [(2, 5), (7, 5)], 2)', 'vertical_line(self.temp_state, [(0, 8), (7, 8)], 2)', 'complete(self.temp_state)']",9,True,"[[0, 1, 1, 1, 1, 1, 1, 1, 1, 1], [0, 1, 2, 1, 1, 1, 1, 1, 2, 1], [0, 1, 2, 1, 2, 1, 2, 1, 2, 1], [0, 1, 2, 1, 2, 2, 0, 1, 2, 1], [0, 0, 0, 1, 0, 2, 0, 0, 2, 1], [0, 0, 0, 0, 0, 2, 0, 0, 2, 0], [0, 0, 0, 0, 0, 2, 0, 0, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",8,"['vertical_line(self.temp_state, [(0, 2), (4, 2)], 2)', 'vertical_line(self.temp_state, [(1, 4), (4, 4)], 2)', 'pixel_color([(2, 6)], 2)', 'obj_color(self.temp_state, object3, 0)', 'obj_color(self.temp_state, object2, 0)', 'obj_color(self.temp_state, object4, 0)', 'vertical_line(self.temp_state, [(2, 5), (7, 5)], 2)', 'vertical_line(self.temp_state, [(0, 8), (7, 8)], 2)']"
E,57,3aa6fb7a.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(5, 0)], 1)', 'pixel_color([(2, 1)], 1)', 'pixel_color([(3, 4)], 1)', 'pixel_color([(1, 5)], 1)', 'complete(self.temp_state)']",5,True,"[[0, 0, 0, 0, 0, 8, 8], [8, 8, 0, 0, 0, 1, 8], [8, 1, 0, 0, 0, 0, 0], [0, 0, 0, 8, 1, 0, 0], [0, 0, 0, 8, 8, 0, 0], [1, 8, 0, 0, 0, 0, 0], [8, 8, 0, 0, 0, 0, 0]]",4,"['pixel_color([(5, 0)], 1)', 'pixel_color([(2, 1)], 1)', 'pixel_color([(3, 4)], 1)', 'pixel_color([(1, 5)], 1)']"
E,59,3bd67248.json,"['horizontal_line', 'pixel_color', 'diagonal_line', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(9, 0), (9, 9)], 4)', 'pixel_color([(9, 9)], 4)', 'diagonal_line(self.temp_state, [(9, 0), (0, 9)], 2)', 'pixel_color([(0, 9)], 2)', 'complete(self.temp_state)']",5,True,"[[3, 0, 0, 0, 0, 0, 0, 0, 0, 2], [3, 0, 0, 0, 0, 0, 0, 0, 2, 0], [3, 0, 0, 0, 0, 0, 0, 2, 0, 0], [3, 0, 0, 0, 0, 0, 2, 0, 0, 0], [3, 0, 0, 0, 0, 2, 0, 0, 0, 0], [3, 0, 0, 0, 2, 0, 0, 0, 0, 0], [3, 0, 0, 2, 0, 0, 0, 0, 0, 0], [3, 0, 2, 0, 0, 0, 0, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 0, 0], [3, 4, 4, 4, 4, 4, 4, 4, 4, 4]]",4,"['horizontal_line(self.temp_state, [(9, 0), (9, 9)], 4)', 'pixel_color([(9, 9)], 4)', 'diagonal_line(self.temp_state, [(9, 0), (0, 9)], 2)', 'pixel_color([(0, 9)], 2)']"
E,62,3c9b0459.json,"['flip_vertical', 'flip_horizontal', 'complete']","['vertical_flip(temp_state)', 'horizontal_flip(temp_state)', 'complete(self.temp_state)']",3,True,"[[7, 6, 4], [4, 6, 6], [4, 4, 6]]",2,"['vertical_flip(temp_state)', 'horizontal_flip(temp_state)']"
F,63,3e980e27.json,"['horizontal_line', 'diagonal_line', 'horizontal_line', 'diagonal_line', 'horizontal_line', 'horizontal_line', 'diagonal_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(9, 5), (9, 9)], 8)', 'diagonal_line(self.temp_state, [(9, 9), (12, 6)], 8)', 'horizontal_line(self.temp_state, [(0, 3), (0, 7)], 8)', 'diagonal_line(self.temp_state, [(0, 7), (3, 4)], 8)', 'horizontal_line(self.temp_state, [(2, 8), (2, 11)], 1)', 'horizontal_line(self.temp_state, [(10, 2), (10, 5)], 1)', 'diagonal_line(self.temp_state, [(10, 5), (7, 2)], 1)', 'pixel_color([(1, 10)], 1)', 'pixel_color([(0, 9)], 1)', 'complete(self.temp_state)']",10,True,"[[0, 0, 0, 0, 8, 8, 8, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 3, 8, 0, 0, 2, 1, 0, 0], [0, 1, 2, 0, 0, 8, 0, 0, 0, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 1, 0, 8, 8, 8, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 3, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",9,"['horizontal_line(self.temp_state, [(9, 5), (9, 9)], 8)', 'diagonal_line(self.temp_state, [(9, 9), (12, 6)], 8)', 'horizontal_line(self.temp_state, [(0, 3), (0, 7)], 8)', 'diagonal_line(self.temp_state, [(0, 7), (3, 4)], 8)', 'horizontal_line(self.temp_state, [(2, 8), (2, 11)], 1)', 'horizontal_line(self.temp_state, [(10, 2), (10, 5)], 1)', 'diagonal_line(self.temp_state, [(10, 5), (7, 2)], 1)', 'pixel_color([(1, 10)], 1)', 'pixel_color([(0, 9)], 1)']"
C,64,3eda0437.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(0, 0), (0, 4)], 6)', 'horizontal_line(self.temp_state, [(1, 0), (1, 4)], 6)', 'horizontal_line(self.temp_state, [(2, 0), (2, 4)], 6)', 'complete(self.temp_state)']",4,True,"[[0, 6, 6, 6, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 6, 6, 6, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0], [0, 6, 6, 6, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]]",3,"['horizontal_line(self.temp_state, [(0, 0), (0, 4)], 6)', 'horizontal_line(self.temp_state, [(1, 0), (1, 4)], 6)', 'horizontal_line(self.temp_state, [(2, 0), (2, 4)], 6)']"
C,65,40853293.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(3, 1), (3, 16)], 2)', 'horizontal_line(self.temp_state, [(7, 7), (7, 13)], 7)', 'horizontal_line(self.temp_state, [(14, 8), (14, 14)], 8)', 'vertical_line(self.temp_state, [(9, 9), (2, 9)], 5)', 'vertical_line(self.temp_state, [(1, 3), (18, 3)], 3)', 'complete(self.temp_state)']",6,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 3, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 7, 7, 5, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",5,"['horizontal_line(self.temp_state, [(3, 1), (3, 16)], 2)', 'horizontal_line(self.temp_state, [(7, 7), (7, 13)], 7)', 'horizontal_line(self.temp_state, [(14, 8), (14, 14)], 8)', 'vertical_line(self.temp_state, [(9, 9), (2, 9)], 5)', 'vertical_line(self.temp_state, [(1, 3), (18, 3)], 3)']"
E,69,42a50994.json,"['vertical_line', 'diagonal_line', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(3, 0), (7, 0)], 0)', 'diagonal_line(self.temp_state, [(10, 0), (4, 6)], 0)', 'vertical_line(self.temp_state, [(3, 13), (10, 13)], 0)', 'pixel_color([(0, 4)], 0)', 'pixel_color([(3, 4)], 0)', 'pixel_color([(6, 11)], 0)', 'pixel_color([(7, 8)], 0)', 'pixel_color([(10, 10)], 0)', 'pixel_color([(14, 8)], 0)', 'complete(self.temp_state)']",10,True,"[[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3], [3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 3], [3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 3, 3, 0, 0, 0, 0, 0], [3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0], [3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 3]]",9,"['vertical_line(self.temp_state, [(3, 0), (7, 0)], 0)', 'diagonal_line(self.temp_state, [(10, 0), (4, 6)], 0)', 'vertical_line(self.temp_state, [(3, 13), (10, 13)], 0)', 'pixel_color([(0, 4)], 0)', 'pixel_color([(3, 4)], 0)', 'pixel_color([(6, 11)], 0)', 'pixel_color([(7, 8)], 0)', 'pixel_color([(10, 10)], 0)', 'pixel_color([(14, 8)], 0)']"
E,71,444801d8.json,"['horizontal_line', 'diagonal_line', 'diagonal_line', 'horizontal_line', 'pixel_color', 'horizontal_line', 'diagonal_line', 'diagonal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(3, 0), (3, 4)], 4)', 'diagonal_line(self.temp_state, [(3, 4), (0, 1)], 4)', 'diagonal_line(self.temp_state, [(3, 0), (0, 3)], 4)', 'horizontal_line(self.temp_state, [(0, 0), (0, 5)], 4)', 'pixel_color([(0, 0)], 4)', 'horizontal_line(self.temp_state, [(8, 4), (8, 8)], 7)', 'diagonal_line(self.temp_state, [(8, 8), (4, 4)], 7)', 'diagonal_line(self.temp_state, [(8, 4), (4, 8)], 7)', 'horizontal_line(self.temp_state, [(5, 3), (5, 9)], 7)', 'complete(self.temp_state)']",10,True,"[[4, 4, 4, 4, 4, 0, 0, 0, 0, 0], [1, 1, 4, 1, 1, 0, 0, 0, 0, 0], [1, 4, 4, 4, 1, 0, 0, 0, 0, 0], [1, 4, 4, 4, 1, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 7, 7, 7, 7, 7, 0], [0, 0, 0, 0, 1, 1, 7, 1, 1, 0], [0, 0, 0, 0, 1, 7, 7, 7, 1, 0], [0, 0, 0, 0, 1, 7, 7, 7, 1, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 0]]",9,"['horizontal_line(self.temp_state, [(3, 0), (3, 4)], 4)', 'diagonal_line(self.temp_state, [(3, 4), (0, 1)], 4)', 'diagonal_line(self.temp_state, [(3, 0), (0, 3)], 4)', 'horizontal_line(self.temp_state, [(0, 0), (0, 5)], 4)', 'pixel_color([(0, 0)], 4)', 'horizontal_line(self.temp_state, [(8, 4), (8, 8)], 7)', 'diagonal_line(self.temp_state, [(8, 8), (4, 4)], 7)', 'diagonal_line(self.temp_state, [(8, 4), (4, 8)], 7)', 'horizontal_line(self.temp_state, [(5, 3), (5, 9)], 7)']"
E,73,44d8ac46.json,"['vertical_line', 'vertical_line', 'vertical_line', 'complete']","['vertical_line(self.temp_state, [(1, 1), (5, 1)], 2)', 'vertical_line(self.temp_state, [(1, 2), (5, 2)], 2)', 'vertical_line(self.temp_state, [(1, 3), (5, 3)], 2)', 'complete(self.temp_state)']",4,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 0], [5, 2, 2, 2, 5, 0, 0, 5, 5, 0, 5, 0], [5, 2, 2, 2, 5, 0, 0, 5, 0, 0, 5, 0], [5, 2, 2, 2, 5, 0, 0, 5, 0, 0, 5, 0], [5, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0]]",3,"['vertical_line(self.temp_state, [(1, 1), (5, 1)], 2)', 'vertical_line(self.temp_state, [(1, 2), (5, 2)], 2)', 'vertical_line(self.temp_state, [(1, 3), (5, 3)], 2)']"
E,76,4938f0c2.json,"['diagonal_line', 'horizontal_line', 'pixel_color', 'diagonal_line', 'horizontal_line', 'pixel_color', 'diagonal_line', 'pixel_color', 'pixel_color', 'horizontal_line']","['diagonal_line(self.temp_state, [(6, 7), (1, 12)], 2)', 'horizontal_line(self.temp_state, [(2, 7), (2, 11)], 2)', 'pixel_color([(5, 9)], 2)', 'diagonal_line(self.temp_state, [(7, 7), (12, 12)], 2)', 'horizontal_line(self.temp_state, [(11, 7), (11, 11)], 2)', 'pixel_color([(8, 9)], 2)', 'diagonal_line(self.temp_state, [(7, 6), (11, 2)], 2)', 'pixel_color([(8, 4)], 2)', 'pixel_color([(11, 2)], 2)', 'horizontal_line(self.temp_state, [(11, 6), (11, 2)], 2)']",10,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,"['diagonal_line(self.temp_state, [(6, 7), (1, 12)], 2)', 'horizontal_line(self.temp_state, [(2, 7), (2, 11)], 2)', 'pixel_color([(5, 9)], 2)', 'diagonal_line(self.temp_state, [(7, 7), (12, 12)], 2)', 'horizontal_line(self.temp_state, [(11, 7), (11, 11)], 2)', 'pixel_color([(8, 9)], 2)', 'diagonal_line(self.temp_state, [(7, 6), (11, 2)], 2)', 'pixel_color([(8, 4)], 2)', 'pixel_color([(11, 2)], 2)', 'horizontal_line(self.temp_state, [(11, 6), (11, 2)], 2)']"
C,77,496994bd.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(7, 0), (7, 5)], 5)', 'horizontal_line(self.temp_state, [(8, 0), (8, 5)], 5)', 'horizontal_line(self.temp_state, [(9, 0), (9, 5)], 3)', 'vertical_line(self.temp_state, [(9, 5), (6, 5)], 5)', 'vertical_line(self.temp_state, [(9, 0), (6, 0)], 5)', 'pixel_color([(9, 5)], 3)', 'pixel_color([(9, 0)], 3)', 'complete(self.temp_state)']",8,True,"[[3, 3, 3, 3, 3, 3], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [5, 5, 5, 5, 5, 5], [5, 5, 5, 5, 5, 5], [3, 3, 3, 3, 3, 3]]",7,"['horizontal_line(self.temp_state, [(7, 0), (7, 5)], 5)', 'horizontal_line(self.temp_state, [(8, 0), (8, 5)], 5)', 'horizontal_line(self.temp_state, [(9, 0), (9, 5)], 3)', 'vertical_line(self.temp_state, [(9, 5), (6, 5)], 5)', 'vertical_line(self.temp_state, [(9, 0), (6, 0)], 5)', 'pixel_color([(9, 5)], 3)', 'pixel_color([(9, 0)], 3)']"
E,79,50846271.json,"['vertical_line', 'diagonal_line', 'horizontal_line', 'vertical_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(1, 6), (5, 6)], 8)', 'diagonal_line(self.temp_state, [(7, 11), (10, 14)], 8)', 'horizontal_line(self.temp_state, [(8, 13), (8, 16)], 8)', 'vertical_line(self.temp_state, [(8, 13), (5, 13)], 8)', 'horizontal_line(self.temp_state, [(14, 2), (14, 5)], 8)', 'vertical_line(self.temp_state, [(11, 5), (14, 5)], 8)', 'vertical_line(self.temp_state, [(13, 13), (16, 13)], 8)', 'pixel_color([(17, 13)], 8)', 'pixel_color([(18, 13)], 8)', 'complete(self.temp_state)']",10,True,"[[0, 5, 0, 5, 0, 0, 5, 5, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 5, 0], [0, 5, 0, 5, 5, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5], [0, 0, 0, 0, 5, 5, 8, 0, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0, 5, 5, 5], [0, 0, 5, 5, 0, 5, 8, 5, 0, 5, 0, 5, 0, 5, 0, 5, 5, 0, 5, 5, 5, 0], [0, 5, 0, 5, 2, 2, 8, 2, 2, 5, 0, 0, 5, 0, 5, 5, 5, 0, 0, 5, 5, 0], [0, 0, 0, 5, 0, 5, 2, 5, 5, 5, 0, 5, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0], [5, 5, 0, 0, 5, 5, 2, 0, 5, 5, 0, 0, 0, 8, 0, 0, 0, 5, 5, 5, 5, 5], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 8, 0, 5, 0, 0, 5, 0, 5, 0], [5, 5, 5, 5, 5, 0, 0, 5, 5, 0, 5, 2, 8, 2, 8, 8, 0, 0, 5, 5, 5, 0], [0, 0, 0, 5, 5, 5, 0, 0, 5, 0, 0, 0, 5, 8, 0, 5, 5, 5, 0, 0, 0, 0], [0, 0, 0, 5, 5, 5, 0, 5, 0, 5, 0, 5, 5, 2, 5, 0, 5, 0, 0, 5, 5, 0], [0, 5, 5, 5, 0, 0, 0, 5, 5, 5, 5, 0, 0, 5, 0, 5, 5, 0, 0, 0, 5, 5], [5, 5, 0, 0, 5, 8, 5, 0, 0, 5, 5, 0, 5, 0, 5, 5, 0, 0, 5, 5, 0, 5], [0, 0, 5, 5, 5, 8, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 5, 0, 0, 5, 0, 5], [5, 5, 0, 8, 8, 2, 2, 2, 5, 5, 5, 0, 5, 8, 5, 0, 5, 0, 0, 5, 5, 0], [5, 0, 0, 0, 5, 2, 5, 0, 5, 0, 5, 0, 5, 8, 5, 5, 0, 0, 0, 0, 5, 5], [5, 5, 5, 0, 0, 2, 0, 5, 5, 0, 0, 2, 2, 2, 2, 2, 5, 0, 5, 0, 5, 5], [5, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 8, 0, 5, 5, 5, 0, 5, 5, 0], [5, 5, 5, 5, 5, 0, 5, 0, 5, 5, 5, 5, 0, 8, 0, 0, 5, 5, 0, 5, 0, 5]]",9,"['vertical_line(self.temp_state, [(1, 6), (5, 6)], 8)', 'diagonal_line(self.temp_state, [(7, 11), (10, 14)], 8)', 'horizontal_line(self.temp_state, [(8, 13), (8, 16)], 8)', 'vertical_line(self.temp_state, [(8, 13), (5, 13)], 8)', 'horizontal_line(self.temp_state, [(14, 2), (14, 5)], 8)', 'vertical_line(self.temp_state, [(11, 5), (14, 5)], 8)', 'vertical_line(self.temp_state, [(13, 13), (16, 13)], 8)', 'pixel_color([(17, 13)], 8)', 'pixel_color([(18, 13)], 8)']"
